CONTROL_NUMBER,DONOR_AGE,URBANICITY,SES,CLUSTER_CODE,HOME_OWNER,DONOR_GENDER,INCOME_GROUP,RECENT_STAR_STATUS,TARGET_B,MONTHS_SINCE_ORIGIN,IN_HOUSE,PEP_STAR,RECENCY_STATUS_96NK,FREQUENCY_STATUS_97NK,RECENT_AVG_GIFT_AMT,RECENT_RESPONSE_COUNT,RECENT_CARD_RESPONSE_COUNT,MONTHS_SINCE_LAST_PROM_RESP,LIFETIME_CARD_PROM,LIFETIME_PROM,LIFETIME_GIFT_AMOUNT,LIFETIME_GIFT_COUNT,LIFETIME_AVG_GIFT_AMT,LIFETIME_GIFT_RANGE,LAST_GIFT_AMT,MONTHS_SINCE_LAST_GIFT,MONTHS_SINCE_FIRST_GIFT,WEALTH_RATING,MEDIAN_HOME_VALUE,MEDIAN_HOUSEHOLD_INCOME,PCT_OWNER_OCCUPIED,PCT_VIETNAM_VETERANS,PER_CAPITA_INCOME,_NAME_,causes donated to last year,familiarity with programs,willingness to recommend
32475,,T,2,36,U,M,3,0,1,41,0,0,A,2,20,3,2,18,16,40,82,5,16.4,10,20,18,40,,814,271,84,31,10488,survey_value,0,0,5
32485,61,T,2,36,H,F,3,0,1,113,0,1,A,2,21.67,3,0,15,28,69,140,12,11.67,20,25,15,104,4,663,293,82,31,12675,survey_value,1,1,6
32511,,C,2,28,H,U,4,0,0,77,0,0,A,1,17.5,2,1,16,18,40,60,4,15,15,25,16,77,,735,252,91,12,15970,survey_value,0,0,5
32523,57,T,2,40,U,F,3,0,1,29,0,0,A,2,11.67,3,2,19,11,25,35,3,11.67,5,10,19,29,,1073,377,85,29,15296,survey_value,1,1,6
32527,59,S,2,16,U,F,,1,1,41,0,1,S,4,3.44,9,6,16,14,31,31,9,3.44,2,3,16,35,,786,352,76,47,16104,survey_value,5,4,10
32538,82,S,2,16,H,F,5,1,1,41,0,1,S,4,6,8,7,20,17,37,69,13,5.31,5,7,20,44,6,752,346,88,11,14353,survey_value,2,1,7
32552,59,T,1,35,H,F,5,3,1,89,0,1,A,1,14.33,3,2,25,22,54,75,10,7.5,17,14,25,86,8,1229,469,89,48,17313,survey_value,1,1,6
32577,81,C,2,28,H,F,2,1,0,77,0,1,S,2,10,3,2,20,21,58,113,13,8.69,5,10,20,68,3,582,214,75,20,17994,survey_value,0,0,5
32581,79,C,2,28,U,F,,0,0,77,0,0,A,4,5.4,5,2,18,19,49,52,10,5.2,2,7,18,77,1,475,95,4,15,9107,survey_value,2,2,7
32594,41,T,2,36,H,M,6,0,0,29,0,1,A,3,8.75,4,1,16,10,24,38,5,7.6,7,10,16,29,,471,204,70,27,10085,survey_value,3,2,8
32604,68,T,2,36,H,M,2,0,0,77,0,0,A,1,12,3,2,16,15,43,133,13,10.23,9,14,16,75,2,471,204,70,27,10085,survey_value,0,0,5
32616,,R,2,45,U,F,,0,0,17,0,0,F,1,20,1,1,21,6,16,20,1,20,0,20,21,21,,533,201,80,23,10597,survey_value,0,0,5
32619,69,R,2,45,H,F,3,1,0,41,0,1,S,4,6.88,8,3,18,13,35,72,11,6.55,5,10,18,39,,657,215,59,28,12441,survey_value,0,0,5
32620,68,R,2,48,H,M,3,1,0,77,0,1,S,4,5,8,5,18,23,58,85,17,5,4,5,18,76,1,625,205,95,14,11444,survey_value,4,3,9
32621,62,R,2,45,U,M,,0,0,89,0,0,A,1,16,1,0,26,21,56,77,7,11,11,16,26,85,2,533,201,80,23,10597,survey_value,5,4,10
32622,17,R,2,45,U,M,,0,1,101,0,1,A,1,37,1,0,18,23,62,143,6,23.83,27,37,18,92,2,533,201,80,23,10597,survey_value,5,4,10
32627,62,R,3,53,H,F,5,0,0,113,0,0,A,1,22,3,1,26,28,73,253,14,18.07,20,20,26,102,1,513,198,87,16,10063,survey_value,3,2,8
32634,81,R,2,48,H,M,2,4,0,137,0,1,A,2,8,5,2,15,32,77,136,26,5.23,7,10,15,130,0,566,172,91,14,10349,survey_value,2,2,7
32645,,C,3,31,U,F,1,0,0,17,0,0,F,1,20,1,0,16,6,14,20,1,20,0,20,16,16,,480,239,74,0,10815,survey_value,2,2,7
32661,73,S,3,21,H,F,1,0,0,41,0,0,A,4,5,6,2,18,12,27,30,6,5,6,5,18,34,,524,288,66,47,9442,survey_value,5,4,10
32666,,C,1,23,U,M,,1,0,41,0,1,S,2,21,5,5,22,12,28,140,8,17.5,22,25,22,41,,782,384,61,29,18964,survey_value,3,2,8
32669,65,C,3,30,H,F,3,0,0,53,0,0,A,2,15,1,1,16,15,42,47,5,9.4,10,15,16,53,1,467,198,61,36,10521,survey_value,5,4,10
32694,35,C,2,26,U,M,4,0,0,17,0,0,N,3,12.5,2,1,16,7,21,35,3,11.67,5,15,16,20,,633,255,55,27,16039,survey_value,1,1,6
32709,41,C,2,25,H,F,6,0,1,65,0,0,A,1,0,0,0,,21,52,106,8,13.25,20,15,18,62,3,556,229,37,29,12960,survey_value,2,2,7
32717,35,S,3,21,H,F,4,1,0,77,0,1,S,2,19.33,6,3,15,21,54,173,12,14.42,15,19,15,77,5,539,253,59,48,11744,survey_value,2,2,7
32719,61,C,1,24,H,F,7,0,0,89,0,1,A,1,11,3,2,17,21,51,53,7,7.57,11,16,17,78,9,1230,615,96,15,46374,survey_value,2,1,7
32730,80,C,2,25,H,F,1,1,0,137,0,1,S,2,12.6,5,2,20,33,81,135,23,5.87,18,15,20,128,3,556,229,37,29,12960,survey_value,2,1,7
32735,79,S,2,16,H,F,3,0,0,29,0,0,A,2,22.5,2,2,23,11,26,55,3,18.33,15,10,17,29,,589,340,88,28,12910,survey_value,4,3,9
32742,45,C,2,27,H,F,3,1,0,65,0,1,S,3,15,2,1,20,20,50,87,9,9.67,11,10,18,61,5,461,289,93,52,11124,survey_value,3,3,8
32753,77,C,2,28,H,M,3,1,0,125,0,1,S,3,7.5,4,1,19,31,80,161,22,7.32,5,10,19,121,5,448,262,90,31,11833,survey_value,2,2,7
32780,68,C,3,32,H,F,2,0,0,113,0,1,A,2,27,2,0,15,28,70,171,9,19,25,27,15,111,3,294,216,66,70,7608,survey_value,0,0,5
32784,57,S,2,17,H,F,7,0,0,17,0,0,F,1,25,1,1,16,6,14,25,1,25,0,25,16,16,,1095,290,29,37,17572,survey_value,2,2,7
32791,65,S,1,13,H,M,5,0,0,29,0,0,N,2,17.5,2,2,21,9,22,35,2,17.5,15,25,21,24,,590,267,62,37,11400,survey_value,4,3,9
32807,64,S,2,18,H,M,6,0,1,65,0,0,A,4,6.25,4,2,16,16,46,49,9,5.44,7,5,16,57,,700,327,87,48,11551,survey_value,3,2,8
32812,57,C,1,24,U,U,,1,0,77,0,1,S,4,6.3,10,6,16,21,58,107,18,5.94,3,5,16,68,7,714,294,86,43,10894,survey_value,5,4,10
32838,65,C,2,27,H,F,3,0,0,29,0,0,N,3,7.33,3,2,17,10,23,22,3,7.33,5,7,17,23,,563,315,87,35,12450,survey_value,4,3,9
32841,73,S,2,16,H,M,1,0,0,29,0,1,A,4,10.8,5,4,16,11,26,54,5,10.8,2,10,16,29,,504,289,76,40,12932,survey_value,3,3,8
32843,38,C,3,30,H,M,3,0,1,41,0,0,A,1,15,1,0,18,11,28,30,2,15,0,15,18,41,,546,283,73,40,10785,survey_value,4,3,9
32857,55,C,2,27,H,F,4,0,1,113,0,0,A,2,13.5,2,2,16,22,55,77,8,9.63,12,15,16,105,5,540,352,84,28,10654,survey_value,4,3,9
32864,55,C,2,27,H,F,4,0,0,137,0,1,A,1,20,1,0,23,28,61,99,8,12.38,15,20,23,122,5,540,352,84,28,10654,survey_value,1,0,6
32880,57,S,2,17,H,F,3,0,1,53,0,0,A,2,17.5,2,2,16,15,41,61,5,12.2,15,15,16,53,4,695,304,55,29,15245,survey_value,1,0,6
32892,47,S,1,12,H,M,6,11,1,113,0,1,A,1,10,2,1,15,27,74,214,21,10.19,12,10,15,110,8,852,443,92,34,16681,survey_value,2,2,7
32905,53,S,1,13,H,F,5,0,0,65,0,0,A,2,28.33,3,1,16,21,48,185,8,23.13,20,30,16,56,9,820,406,74,38,19883,survey_value,3,3,8
32908,54,S,1,11,H,F,6,0,0,77,0,0,A,1,15,2,0,16,19,50,67,6,11.17,13,18,16,69,8,820,406,74,36,19883,survey_value,2,1,7
32911,33,S,1,11,U,F,,0,0,101,0,1,A,2,10,2,1,15,22,58,75,13,5.77,8,10,15,105,8,977,355,33,36,21802,survey_value,1,1,6
32914,37,S,1,13,H,F,2,0,0,137,0,1,A,1,25,1,1,25,28,63,97,8,12.13,15,25,25,116,8,734,419,94,23,27280,survey_value,5,4,10
32934,42,T,2,40,H,F,5,0,0,41,0,1,A,2,16.67,3,3,19,14,36,65,5,13,15,18,19,45,7,662,404,84,45,15464,survey_value,2,1,7
32948,43,T,3,41,H,F,5,0,0,137,0,1,A,1,15,1,0,27,29,67,129,13,9.92,10,15,27,130,5,465,292,75,22,11505,survey_value,4,3,9
32950,55,S,2,16,H,F,4,1,1,137,0,1,S,4,5.2,10,7,22,33,79,222,42,5.29,5,5,22,130,3,465,271,85,33,11843,survey_value,5,4,10
32952,87,T,2,40,H,F,1,5,0,137,0,1,A,1,11.75,4,2,20,34,85,308,28,11,11,15,20,128,7,535,174,65,45,12197,survey_value,0,0,5
32972,42,S,2,18,H,F,4,1,1,53,0,1,S,4,13.33,6,4,20,15,37,104,10,10.4,12,10,18,52,3,814,268,81,37,10427,survey_value,4,3,9
32975,38,S,2,18,H,M,3,0,1,89,0,1,A,1,25,1,0,17,20,52,87,8,10.88,20,25,17,80,3,645,304,46,37,6826,survey_value,2,2,7
32984,,S,1,14,U,M,,0,1,17,0,0,N,2,15,1,1,21,6,18,19,2,9.5,11,4,19,21,,0,0,0,0,0,survey_value,5,4,10
32986,68,S,1,14,H,F,5,0,0,17,0,0,N,2,15,2,2,17,7,17,30,2,15,0,15,17,21,,1328,605,94,45,23664,survey_value,4,3,9
33003,45,C,1,24,U,F,6,0,1,41,0,0,A,4,7.71,7,3,16,14,38,59,8,7.38,5,10,16,45,,831,242,28,38,19039,survey_value,5,4,10
33011,36,S,1,12,H,M,5,0,0,17,0,0,N,2,20,1,1,17,5,13,26,2,13,14,6,15,17,,894,453,84,49,18121,survey_value,0,0,5
33030,56,S,1,11,H,F,7,0,0,41,0,0,A,3,21,5,4,16,15,38,131,8,16.38,45,20,16,39,,896,443,79,26,21999,survey_value,0,0,5
33035,34,S,1,12,H,M,6,1,0,41,0,1,S,4,5,8,4,19,17,39,60,12,5,0,5,19,44,,916,458,90,57,17155,survey_value,3,2,8
33064,44,C,1,24,H,M,4,0,0,17,0,0,N,3,8.67,3,1,16,7,19,26,3,8.67,9,7,16,20,,1201,406,73,35,21540,survey_value,3,2,8
33069,29,C,2,27,H,F,2,0,1,29,0,0,A,1,13,2,0,18,8,21,26,2,13,14,20,18,32,,600,254,55,62,10746,survey_value,1,1,6
33077,75,T,2,39,H,M,1,0,0,137,0,1,A,1,20,1,0,26,20,48,125,9,13.89,15,20,26,111,2,662,278,27,34,8897,survey_value,3,2,8
33111,38,S,2,18,H,M,6,0,0,41,0,0,A,2,10.33,3,2,19,15,37,50,6,8.33,10,15,19,44,,817,396,89,46,13687,survey_value,2,2,7
33115,55,C,3,30,U,F,5,0,0,65,0,0,A,3,8.5,4,0,16,15,41,46,6,7.67,5,8,16,57,1,558,197,55,41,8980,survey_value,4,3,9
33133,41,S,2,18,H,M,5,0,0,137,0,1,A,1,15,1,0,22,27,57,98,10,9.8,10,15,22,129,7,728,398,84,55,13969,survey_value,5,4,10
33135,63,S,3,21,U,F,1,1,1,137,0,1,S,2,11.25,4,2,16,32,76,157,16,9.81,10,11,16,124,,754,351,76,38,14518,survey_value,1,0,6
33163,69,S,2,16,H,F,2,0,0,137,0,0,A,2,10,3,1,23,28,58,70,8,8.75,10,5,23,127,5,539,306,88,49,12289,survey_value,2,2,7
33183,50,C,1,24,U,F,4,1,0,77,0,1,S,1,14.83,6,4,24,23,59,194,15,12.93,15,14,24,76,9,1030,337,67,38,14982,survey_value,4,3,9
33185,83,C,1,22,U,F,4,0,0,77,0,0,A,1,12.5,2,2,21,15,42,35,4,8.75,10,15,21,76,8,1004,371,61,32,23865,survey_value,2,1,7
33186,,C,2,27,U,U,,1,0,89,0,1,S,2,11.25,4,2,15,23,59,159,12,13.25,16,5,15,78,,1513,521,72,37,28124,survey_value,0,0,5
33190,44,C,1,24,U,F,,1,1,113,0,1,S,2,10.75,4,2,21,27,71,179,25,7.16,10,12,21,102,8,1010,407,87,25,23774,survey_value,2,2,7
33192,62,C,2,27,H,F,4,0,1,113,0,1,A,3,6.6,5,2,17,29,66,100,16,6.25,5,8,17,102,,671,341,82,38,12982,survey_value,0,0,5
33206,59,C,3,30,H,F,4,0,0,53,0,0,A,2,15,2,0,23,12,32,45,4,11.25,15,10,18,53,,338,210,73,26,9937,survey_value,0,0,5
33224,45,S,1,15,U,F,4,1,0,53,0,1,S,4,6.25,8,5,16,19,48,79,13,6.08,3,8,16,52,5,793,313,17,33,19106,survey_value,2,1,7
33243,37,S,1,11,H,F,3,0,0,41,0,0,A,1,27.5,2,1,18,12,28,55,2,27.5,5,30,18,34,,1201,406,73,39,21540,survey_value,2,2,7
33249,38,S,1,11,H,F,5,1,0,53,0,1,S,3,4.67,6,5,17,17,45,65,14,4.64,9,6,17,53,8,782,384,61,39,18964,survey_value,3,2,8
33267,46,T,1,35,H,M,6,0,0,65,0,0,A,2,18.75,4,2,20,17,42,91,6,15.17,15,20,20,54,8,855,439,93,55,14742,survey_value,5,4,10
33283,43,C,1,24,H,M,7,0,0,29,0,0,A,1,17.5,2,0,26,9,24,35,2,17.5,15,25,26,32,,1042,434,70,43,17430,survey_value,5,4,10
33284,67,C,1,22,H,M,6,0,1,41,0,1,A,4,25,5,4,19,15,39,225,10,22.5,40,50,19,41,,696,303,86,23,11637,survey_value,5,4,10
33295,,?,?,,U,F,2,1,1,77,0,1,S,3,7.17,6,1,20,20,54,65,11,5.91,8,11,20,73,,328,132,71,0,6903,survey_value,1,1,6
33311,45,C,1,24,H,F,2,1,0,101,0,1,S,3,7.33,6,3,16,26,70,126,20,6.3,6,8,16,93,7,656,323,83,18,19630,survey_value,5,4,10
33314,51,C,1,22,H,F,4,0,0,137,0,1,A,4,4,5,1,15,29,62,54,15,3.6,3,3,15,126,,818,335,64,38,17365,survey_value,2,2,7
33343,40,C,1,24,H,F,4,0,0,77,0,0,A,2,13,2,1,20,16,45,46,6,7.67,12,15,20,68,9,717,475,83,46,17127,survey_value,4,3,9
33344,48,S,1,12,H,M,6,0,0,77,0,0,A,2,18,2,2,20,20,58,86,6,14.33,11,21,20,76,7,763,381,68,35,15529,survey_value,2,1,7
33346,44,T,2,39,H,M,3,0,0,89,0,0,A,1,20,2,0,17,16,44,70,4,17.5,10,20,17,53,6,587,341,70,63,13121,survey_value,4,4,9
33355,,T,2,39,U,M,,0,1,113,0,1,A,4,15,4,1,15,25,66,168,13,12.92,23,15,15,105,7,700,383,74,47,14917,survey_value,3,2,8
33356,83,S,1,11,H,F,3,0,1,113,0,0,A,1,20,1,0,26,27,69,155,11,14.09,17,3,9,104,5,625,246,57,30,19102,survey_value,4,4,9
33359,61,S,2,20,U,F,5,1,1,137,0,1,S,4,10,6,4,15,29,67,118,14,8.43,9,10,15,119,8,737,357,74,36,16190,survey_value,5,4,10
33360,,C,3,31,U,F,2,0,0,17,0,0,F,1,15,1,1,17,5,13,15,1,15,0,15,17,17,,398,108,18,0,5885,survey_value,4,3,9
33365,57,C,2,25,H,F,1,0,0,17,0,0,F,1,30,1,1,17,6,13,30,1,30,0,30,17,17,,569,97,10,38,7907,survey_value,3,3,8
33366,69,C,2,25,H,F,2,0,0,29,0,1,A,4,5,5,4,17,10,24,35,7,5,0,5,17,29,,493,125,27,24,7210,survey_value,2,2,7
33383,,T,1,35,H,F,5,0,1,29,0,0,N,3,7.33,3,2,18,9,22,22,3,7.33,5,7,18,24,,1473,611,92,47,26812,survey_value,0,0,5
33393,46,T,1,35,H,F,4,0,1,29,0,0,A,1,22.5,2,1,26,11,27,45,2,22.5,5,25,26,33,,1571,473,85,37,21109,survey_value,4,3,9
33407,55,C,1,24,H,M,5,1,1,77,0,1,S,2,10.5,2,0,19,23,57,111,13,8.54,10,11,19,74,7,702,403,64,36,14780,survey_value,5,4,10
33409,56,T,1,35,H,M,6,0,1,89,0,1,A,1,12.5,2,2,17,14,31,50,11,4.55,13,15,17,79,8,1352,570,83,25,25295,survey_value,2,2,7
33420,55,C,1,24,H,M,5,1,1,137,0,1,S,2,20.83,6,2,18,32,81,501,41,12.22,22,25,18,128,7,702,403,64,36,14780,survey_value,4,3,9
33429,26,R,2,43,H,F,3,1,0,41,0,1,S,4,4,6,4,19,16,39,39,11,3.55,2,5,19,45,3,508,243,79,37,9989,survey_value,0,0,5
33434,62,C,2,27,H,F,7,0,0,77,0,0,A,1,22.5,2,2,21,19,50,81,5,16.2,20,25,21,76,5,581,285,85,20,13097,survey_value,1,0,6
33442,65,T,2,38,U,F,,0,0,113,0,0,A,1,21.67,3,2,20,26,69,110,15,7.33,25,3,4,113,5,655,302,80,35,14844,survey_value,2,1,7
33444,,T,1,35,U,M,,0,0,41,0,0,A,2,20,2,0,19,13,31,45,3,15,15,20,19,40,,1247,455,91,31,18366,survey_value,4,3,9
33455,48,T,2,40,H,M,2,0,0,137,0,1,A,1,16,1,0,19,27,71,144,16,9,11,16,19,121,7,702,314,74,36,15219,survey_value,2,1,7
33460,64,C,1,24,U,M,6,0,1,29,0,0,A,2,15.67,3,2,24,12,28,47,3,15.67,27,32,24,33,,1385,672,96,28,23812,survey_value,0,0,5
33477,59,T,1,35,H,M,5,1,0,137,0,1,S,3,14.2,5,3,15,21,46,174,18,9.67,14,10,15,128,9,2298,780,92,37,30816,survey_value,2,2,7
33512,63,R,3,50,H,F,5,0,1,29,0,0,N,2,16,1,1,16,8,17,26,2,13,6,16,16,21,,397,138,72,56,7456,survey_value,0,0,5
33518,51,R,2,47,H,F,7,1,0,101,0,1,S,4,8.71,7,4,19,23,58,108,13,8.31,18,10,19,91,,1485,645,93,33,23549,survey_value,1,1,6
33522,62,R,2,47,H,F,5,4,0,137,0,1,A,2,10.67,3,1,15,31,76,211,18,11.72,13,12,15,127,1,516,217,76,33,9429,survey_value,3,3,8
33524,,R,3,51,U,U,3,1,0,101,0,1,S,2,10.67,3,1,19,25,68,95,14,6.79,9,10,19,93,3,308,339,81,33,11803,survey_value,0,0,5
33525,62,R,2,47,U,F,2,0,0,77,0,1,A,2,20,5,3,20,23,60,330,19,17.37,14,20,20,76,2,440,185,72,28,9983,survey_value,3,2,8
33526,44,R,2,47,H,F,4,0,1,89,0,0,A,3,14.33,3,3,20,22,58,107,12,8.92,18,15,19,81,2,440,185,72,28,9983,survey_value,4,3,9
33542,85,R,2,45,U,F,,0,0,125,0,1,A,1,30,1,1,20,30,73,218,13,16.77,27,30,20,114,2,495,205,84,32,9923,survey_value,1,1,6
33545,33,R,2,47,H,M,5,0,0,17,0,0,N,2,12.5,2,2,16,8,19,25,2,12.5,5,15,16,21,,488,268,81,31,11902,survey_value,5,4,10
33567,,R,2,47,U,F,,0,0,17,0,0,F,1,15,1,1,17,5,13,15,1,15,0,15,17,17,,423,201,84,17,9195,survey_value,4,3,9
33577,75,C,3,30,H,F,3,0,0,17,0,0,F,1,15,1,1,21,5,14,15,1,15,0,15,21,21,,259,124,55,35,6394,survey_value,5,4,10
33615,65,C,3,30,H,M,3,0,1,101,0,1,A,1,15,3,0,18,24,58,102,7,14.57,10,15,18,90,2,563,216,66,47,10832,survey_value,5,4,10
33636,,C,3,30,H,F,2,0,0,77,0,0,A,2,12.5,2,0,18,14,37,35,4,8.75,15,20,18,76,,585,268,68,53,12932,survey_value,1,1,6
33651,74,C,2,26,H,F,6,0,0,17,0,0,F,1,15,1,0,20,5,15,15,1,15,0,15,20,20,,686,253,57,37,18896,survey_value,2,1,7
33673,,R,2,45,H,M,2,3,0,137,0,1,A,1,17,4,2,26,34,78,265,26,10.19,31,12,26,126,2,644,238,73,38,13191,survey_value,2,2,7
33680,67,R,2,43,H,M,2,0,0,17,0,0,F,1,20,1,1,17,6,14,20,1,20,0,20,17,17,,359,178,75,27,9327,survey_value,2,1,7
33681,,R,2,43,H,M,5,0,0,17,0,0,F,1,15,1,1,20,5,14,15,1,15,0,15,20,20,,359,178,75,27,9327,survey_value,1,1,6
33699,59,R,3,53,U,F,,1,0,137,0,1,S,4,5.22,9,7,21,33,66,112,33,3.39,5,4,21,130,2,483,218,68,36,11805,survey_value,2,1,7
33715,,R,2,45,U,M,4,1,0,65,0,1,S,2,14,4,2,19,23,55,144,13,11.08,11,15,19,65,0,438,236,79,38,12925,survey_value,2,2,7
33717,34,R,2,45,U,F,,5,1,77,0,1,A,1,15,3,2,22,23,57,103,10,10.3,10,15,22,77,1,312,140,90,38,7514,survey_value,0,0,5
33725,,R,2,43,H,M,2,0,0,17,0,0,F,1,25,1,1,16,6,14,25,1,25,0,25,16,16,,655,239,84,44,10524,survey_value,0,0,5
33731,62,S,1,13,U,M,1,0,0,101,0,0,A,3,34,3,2,15,28,70,449,14,32.07,16,34,15,97,0,1690,846,96,42,37147,survey_value,2,2,7
33762,,R,3,51,U,F,7,0,1,29,0,1,A,3,7.25,4,2,19,13,32,45,6,7.5,5,10,17,32,,341,171,88,44,8523,survey_value,4,4,9
33769,,R,2,48,U,F,,0,0,65,0,1,A,3,9,5,2,17,16,41,64,8,8,5,10,17,56,,754,389,83,25,13904,survey_value,5,4,10
33773,,R,1,42,H,F,7,0,1,41,0,0,A,1,13,2,2,24,10,22,26,2,13,6,16,24,35,,915,308,73,33,17783,survey_value,4,3,9
33774,75,R,1,42,H,M,7,1,0,41,0,1,S,3,11.2,5,4,24,17,39,84,9,9.33,8,11,24,44,6,1087,326,72,33,19185,survey_value,0,0,5
33776,37,R,1,42,H,F,4,0,0,137,0,1,A,1,18,2,0,26,29,65,126,15,8.4,18,20,26,116,6,1087,326,72,33,19185,survey_value,1,0,6
33800,85,C,2,28,U,F,2,0,0,17,0,0,F,1,25,1,0,18,5,12,25,1,25,0,25,18,18,,517,305,65,54,14612,survey_value,2,2,7
33827,,C,3,30,U,F,,0,0,17,0,0,F,1,15,1,1,21,5,13,15,1,15,0,15,21,21,,676,311,63,32,14941,survey_value,2,2,7
33863,68,S,2,16,H,M,5,0,0,29,0,0,N,3,10,2,1,19,9,21,30,3,10,10,15,19,23,,705,282,62,59,11363,survey_value,4,3,9
33883,79,C,2,27,H,M,1,5,0,137,0,1,A,1,14.5,2,0,26,32,88,478,34,14.06,20,15,26,129,6,772,320,67,44,14689,survey_value,5,4,10
33908,67,C,2,28,U,U,,1,0,101,0,1,S,2,10.5,2,1,24,26,68,144,18,8,12,15,18,92,6,438,300,74,36,14478,survey_value,2,2,7
33911,76,T,1,34,H,M,1,0,0,113,0,0,A,1,16,2,2,20,26,58,78,7,11.14,12,17,20,104,6,1052,320,64,44,17475,survey_value,5,4,10
33922,57,S,2,17,H,M,6,0,0,29,0,0,A,1,18,2,2,22,9,23,36,2,18,6,21,22,29,,651,277,49,35,13724,survey_value,3,3,8
33932,37,S,2,17,H,F,5,1,0,77,0,1,S,2,9.5,4,2,23,21,53,98,14,7,8,9,23,67,6,774,255,43,43,16163,survey_value,4,3,9
33933,74,T,2,38,U,M,2,0,0,77,0,0,A,1,15,2,2,16,20,51,59,5,11.8,10,15,16,66,4,794,306,40,39,14125,survey_value,0,0,5
33940,60,S,2,16,H,F,4,1,0,113,0,1,S,3,4,6,5,15,27,69,86,21,4.1,5,5,15,111,4,651,277,49,35,13724,survey_value,3,2,8
33955,55,C,3,32,H,F,5,0,0,29,0,0,A,1,16,2,2,19,9,22,32,2,16,2,17,19,31,,613,296,77,37,11448,survey_value,4,3,9
33971,53,R,2,49,U,M,5,0,0,65,0,0,A,3,10.2,5,2,18,18,44,66,8,8.25,8,11,18,65,4,590,300,90,48,11350,survey_value,2,2,7
33973,70,R,2,43,H,F,5,1,0,65,0,1,S,4,5.33,6,3,19,22,56,126,22,5.73,7,3,18,65,4,654,307,89,28,11256,survey_value,3,2,8
33977,70,S,3,21,U,F,1,1,0,89,0,1,S,2,5.5,2,1,24,24,65,111,19,5.84,7,10,18,89,2,468,231,87,35,9263,survey_value,1,0,6
33982,66,C,2,27,H,M,4,1,0,137,0,1,S,2,50,2,1,20,35,87,1261,33,38.21,45,25,18,129,7,772,364,82,59,15046,survey_value,0,0,5
33988,44,T,2,36,H,F,4,0,0,29,0,0,A,1,14,2,2,17,9,22,28,2,14,8,18,17,29,,605,188,74,0,10411,survey_value,4,3,9
33994,44,T,2,40,H,M,6,0,1,101,0,0,A,3,6.6,5,2,18,24,58,78,11,7.09,7,9,18,93,6,819,348,86,34,15958,survey_value,2,1,7
34001,58,T,2,40,H,M,5,0,0,29,0,0,A,4,12.6,5,1,16,8,25,63,5,12.6,17,15,16,32,,468,231,87,34,9263,survey_value,1,1,6
34002,75,T,2,39,H,M,2,11,0,89,0,1,A,1,12,2,0,18,23,63,107,13,8.23,11,13,18,90,6,729,329,81,45,14194,survey_value,4,3,9
34020,33,?,?,,H,M,4,0,0,17,0,0,F,1,15,1,1,21,5,12,15,1,15,0,15,21,21,,573,268,80,0,10637,survey_value,2,2,7
34068,32,C,2,26,H,M,4,0,0,29,0,1,A,4,6.83,6,3,15,11,26,47,7,6.71,5,5,15,28,,889,297,39,49,16083,survey_value,1,1,6
34078,72,C,2,27,H,F,1,0,0,41,0,1,A,1,29.25,4,2,18,15,37,125,6,20.83,97,100,18,40,,813,246,62,22,12688,survey_value,1,1,6
34079,75,C,2,27,H,F,2,1,1,41,0,1,S,4,5.43,7,6,17,15,35,49,10,4.9,5,6,17,41,,801,324,59,46,19724,survey_value,4,4,9
34087,73,C,2,27,H,M,1,0,0,77,0,0,A,1,15,2,1,21,21,56,98,8,12.25,10,15,21,68,6,430,215,78,44,10439,survey_value,2,2,7
34098,74,C,2,25,H,M,1,1,0,125,0,1,S,2,14.67,3,2,20,29,68,112,11,10.18,11,16,20,119,6,913,223,47,51,21101,survey_value,0,0,5
34111,,C,3,31,U,M,,0,0,29,0,0,A,1,15,2,1,24,12,25,36,3,12,14,20,24,28,,377,227,80,33,9866,survey_value,0,0,5
34114,65,C,2,27,H,M,5,0,0,41,0,0,A,3,21.33,3,2,16,12,32,74,4,18.5,17,20,16,41,,627,327,78,68,13572,survey_value,5,4,10
34120,77,C,2,25,H,F,1,0,1,101,0,0,A,3,20,4,3,22,27,69,268,15,17.87,10,20,22,97,9,717,214,41,26,16795,survey_value,0,0,5
34121,69,C,2,27,H,M,5,4,0,113,0,1,A,1,8.33,3,3,22,27,73,124,18,6.89,7,10,22,105,6,848,313,65,58,12467,survey_value,5,4,10
34132,47,T,1,35,H,F,7,0,0,17,0,0,F,1,15,1,1,16,5,13,15,1,15,0,15,16,16,,1288,502,76,34,21633,survey_value,4,3,9
34166,25,T,2,36,H,M,6,0,0,41,0,0,A,3,10.25,4,3,21,12,27,41,4,10.25,10,15,21,35,,741,193,84,41,10871,survey_value,1,1,6
34174,67,T,2,36,H,F,4,0,1,137,0,0,A,2,11,2,1,20,28,69,73,12,6.08,9,12,20,112,1,529,198,69,41,10816,survey_value,2,2,7
34188,48,T,2,39,H,F,5,0,0,17,0,0,F,1,20,1,1,17,5,13,20,1,20,0,20,17,17,,678,320,77,45,28097,survey_value,2,1,7
34246,47,T,1,35,H,F,5,0,0,77,0,0,A,1,16,1,0,18,16,47,64,5,12.8,6,16,18,77,7,959,368,76,61,17192,survey_value,0,0,5
